hold_id,inventory_id,user_id,units,idempotency_key,created_at,expires_at,released_at,booking_id,status,updated_at
hld_b9824242,inv_b633a026,usr_f60ade8b,1,hidem_d14b46c8431d4391,2026-08-11T00:00:00+05:30,2026-08-11T00:15:00+05:30,2026-08-11T00:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_2fea2012,inv_3a277fcc,usr_cbdc0a06,1,hidem_3a9bc4d4fe386394,2026-08-15T21:15:00+05:30,2026-08-15T21:25:00+05:30,,bkg_9919ebc0,confirmed,2026-08-18T10:00:00+05:30
hld_11ecca34,inv_72ab4337,usr_5de9da21,1,hidem_bd89d521eab527ed,2026-08-13T09:15:00+05:30,2026-08-13T09:25:00+05:30,2026-08-13T09:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_c013757a,inv_74a54cd8,usr_2dd33665,1,hidem_0538e8f57380583d,2026-08-17T14:15:00+05:30,2026-08-17T14:25:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_18fa07a6,inv_00b11c61,usr_9292ebbb,1,hidem_f5fdcddfad90800f,2026-08-10T07:15:00+05:30,2026-08-10T07:25:00+05:30,2026-08-10T07:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_b72ba943,inv_487a6bc6,usr_88af6903,2,hidem_835894ebb9f0d157,2026-08-13T01:15:00+05:30,2026-08-13T01:30:00+05:30,,bkg_4cae87e8,confirmed,2026-08-18T10:00:00+05:30
hld_4e4da0ef,inv_208670f3,usr_fcb4d1ef,1,hidem_75969b673d853104,2026-08-13T17:30:00+05:30,2026-08-13T17:50:00+05:30,2026-08-13T17:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_b7b4d13f,inv_bb52a0cf,usr_0d27fb06,2,hidem_be5051aa612a4e3c,2026-08-14T23:00:00+05:30,2026-08-14T23:10:00+05:30,,bkg_9340b70b,confirmed,2026-08-18T10:00:00+05:30
hld_5082ab8a,inv_84d343c6,usr_d32b1be5,2,hidem_4cd7b1b7117838ad,2026-08-14T01:45:00+05:30,2026-08-14T01:55:00+05:30,,bkg_582b4a8f,confirmed,2026-08-18T10:00:00+05:30
hld_132e4627,inv_96076fed,usr_77cc5104,1,hidem_f73fc325fe7ffd90,2026-08-16T06:45:00+05:30,2026-08-16T06:55:00+05:30,2026-08-16T07:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_5462745a,inv_3737f636,usr_8aafd512,2,hidem_60c51162c271f205,2026-08-12T04:30:00+05:30,2026-08-12T04:40:00+05:30,2026-08-12T04:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_9439ec28,inv_c4096aa8,usr_1dc8f83e,2,hidem_72a434a33b0ce0f0,2026-08-14T22:30:00+05:30,2026-08-14T22:50:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_9fff1845,inv_7f8720c2,usr_394de344,2,hidem_bab789e574abea79,2026-08-15T06:30:00+05:30,2026-08-15T06:45:00+05:30,,bkg_6698f84d,confirmed,2026-08-18T10:00:00+05:30
hld_f3b81ad6,inv_0d2b2d87,usr_c4f13dce,2,hidem_84b1dad95e044b44,2026-08-16T11:15:00+05:30,2026-08-16T11:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_f9a91bc0,inv_8f2f3214,usr_ca5e9ab1,1,hidem_7260c587b8e041a3,2026-08-17T19:30:00+05:30,2026-08-17T19:45:00+05:30,2026-08-17T19:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_067ec24d,inv_bc6b3884,usr_bc9d20fa,2,hidem_73097f0a0c927d5a,2026-08-12T04:00:00+05:30,2026-08-12T04:10:00+05:30,,bkg_3bc47bbf,confirmed,2026-08-18T10:00:00+05:30
hld_bf250c4c,inv_84fde011,usr_8acc0ab4,1,hidem_88bd01e09821a181,2026-08-11T12:30:00+05:30,2026-08-11T12:45:00+05:30,2026-08-11T12:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_b59c0983,inv_646a663e,usr_712600f0,1,hidem_6e3c03d117483268,2026-08-16T08:15:00+05:30,2026-08-16T08:35:00+05:30,2026-08-16T08:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_adefe507,inv_aec194d9,usr_17bacb4e,1,hidem_c27cddf260a51d50,2026-08-10T11:45:00+05:30,2026-08-10T12:00:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_2ea5dc28,inv_b3c1d60b,usr_20ea4b19,2,hidem_4dfe61334628fe19,2026-08-13T02:30:00+05:30,2026-08-13T02:40:00+05:30,,bkg_fb92ca0b,confirmed,2026-08-18T10:00:00+05:30
hld_7d6f5d85,inv_1e6d5203,usr_8846d546,1,hidem_2e7f52a379278633,2026-08-10T08:30:00+05:30,2026-08-10T08:45:00+05:30,2026-08-10T08:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_18ecde83,inv_b1ed2f91,usr_4bed9c81,2,hidem_cdaa0715c9074222,2026-08-15T16:30:00+05:30,2026-08-15T16:45:00+05:30,2026-08-15T16:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_0f714ebe,inv_d88f6106,usr_bbf1e497,1,hidem_336aeebb2d452672,2026-08-11T03:00:00+05:30,2026-08-11T03:15:00+05:30,,bkg_cec5d0f5,confirmed,2026-08-18T10:00:00+05:30
hld_9c9f9fd4,inv_32257595,usr_abb36fee,2,hidem_8a823dc4065869f3,2026-08-13T03:00:00+05:30,2026-08-13T03:10:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_a3dbf3dd,inv_1281499a,usr_97d7df2b,2,hidem_4417c2dc55b58f79,2026-08-13T20:45:00+05:30,2026-08-13T21:05:00+05:30,,bkg_680acbca,confirmed,2026-08-18T10:00:00+05:30
hld_fffc813f,inv_866ae599,usr_8d937b9e,1,hidem_4b44872902f78fc1,2026-08-13T10:45:00+05:30,2026-08-13T10:55:00+05:30,,bkg_fa278005,confirmed,2026-08-18T10:00:00+05:30
hld_322d63ad,inv_71ab1147,usr_378b6f36,2,hidem_4529fde427c1f29f,2026-08-11T08:00:00+05:30,2026-08-11T08:10:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_40ccba1a,inv_f68d0ea4,usr_e3b9431c,1,hidem_28c4fd096b5c6dd2,2026-08-14T18:45:00+05:30,2026-08-14T19:05:00+05:30,2026-08-14T19:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_05fd9199,inv_958ac9d9,usr_e10845c8,1,hidem_e64a2dfdaf9f10cc,2026-08-16T10:45:00+05:30,2026-08-16T10:55:00+05:30,,bkg_dcbacaf5,confirmed,2026-08-18T10:00:00+05:30
hld_12b30841,inv_dfe9f57b,usr_182a86dd,2,hidem_6dc1401abaee905a,2026-08-17T15:00:00+05:30,2026-08-17T15:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_c892121e,inv_62ab1852,usr_824b14a8,1,hidem_80a5dd3919c88b0b,2026-08-13T07:45:00+05:30,2026-08-13T07:55:00+05:30,,bkg_d2a97d66,confirmed,2026-08-18T10:00:00+05:30
hld_86750696,inv_01def25d,usr_e459a18c,1,hidem_b624cf567e549988,2026-08-13T12:45:00+05:30,2026-08-13T12:55:00+05:30,2026-08-13T13:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_eb53ccbf,inv_ef818cbc,usr_beb7e910,2,hidem_ee04697425faad24,2026-08-15T05:30:00+05:30,2026-08-15T05:45:00+05:30,,bkg_342e3286,confirmed,2026-08-18T10:00:00+05:30
hld_3b0716ac,inv_fc0663cb,usr_3190040f,2,hidem_a2c04ec25e30a62c,2026-08-13T09:15:00+05:30,2026-08-13T09:30:00+05:30,,bkg_76109801,confirmed,2026-08-18T10:00:00+05:30
hld_53fa9e2b,inv_155596c0,usr_b829ab46,1,hidem_b506e8170051e6d6,2026-08-13T00:45:00+05:30,2026-08-13T00:55:00+05:30,,bkg_72511bae,confirmed,2026-08-18T10:00:00+05:30
hld_03747600,inv_1dfb60c5,usr_49c29e32,2,hidem_3506cdf4908ae887,2026-08-17T12:30:00+05:30,2026-08-17T12:50:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_cdd4dbff,inv_0055e3a0,usr_4022bd9b,1,hidem_70079f2b4e9c7396,2026-08-15T04:45:00+05:30,2026-08-15T04:55:00+05:30,,bkg_c3651c90,confirmed,2026-08-18T10:00:00+05:30
hld_cd39b9cb,inv_6126bd97,usr_24d10368,1,hidem_b8cac2e6da74e8b5,2026-08-11T19:30:00+05:30,2026-08-11T19:45:00+05:30,2026-08-11T19:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_8579a3f5,inv_5892e55b,usr_c0f6428b,2,hidem_339ef936b410f27d,2026-08-14T15:30:00+05:30,2026-08-14T15:50:00+05:30,,bkg_bde76ff7,confirmed,2026-08-18T10:00:00+05:30
hld_5d47297c,inv_826e518d,usr_5e9a11a1,2,hidem_2960324ab4a57001,2026-08-16T02:45:00+05:30,2026-08-16T02:55:00+05:30,,bkg_a1a22773,confirmed,2026-08-18T10:00:00+05:30
hld_32feecaf,inv_5e8ec85b,usr_8f81432c,1,hidem_462ed11b8188091a,2026-08-14T12:15:00+05:30,2026-08-14T12:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_35aaf5cd,inv_0515ee02,usr_7e72b295,2,hidem_7abba324da5fd5c6,2026-08-16T09:00:00+05:30,2026-08-16T09:10:00+05:30,,bkg_a54fe830,confirmed,2026-08-18T10:00:00+05:30
hld_f0081427,inv_72034edd,usr_68f38693,2,hidem_beebc456eb4d229e,2026-08-15T05:30:00+05:30,2026-08-15T05:40:00+05:30,,bkg_70e8c4b3,confirmed,2026-08-18T10:00:00+05:30
hld_7d615f7e,inv_205097fe,usr_a0f188fa,2,hidem_11d0e262e89f3548,2026-08-14T19:00:00+05:30,2026-08-14T19:20:00+05:30,2026-08-14T19:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_e088d974,inv_db9022eb,usr_5bfe40e4,1,hidem_889a7c7aab28af49,2026-08-17T14:00:00+05:30,2026-08-17T14:10:00+05:30,2026-08-17T14:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_0738277b,inv_34f4cf88,usr_8f241d83,1,hidem_28c33225e3d255de,2026-08-17T17:45:00+05:30,2026-08-17T18:05:00+05:30,2026-08-17T18:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_8599bf20,inv_a83e03e8,usr_40edb5af,2,hidem_c73bb2d377972a66,2026-08-13T11:45:00+05:30,2026-08-13T11:55:00+05:30,,bkg_609d32b2,confirmed,2026-08-18T10:00:00+05:30
hld_2dfa7c30,inv_518f064f,usr_9b002a1a,1,hidem_05dc4b764b83ba9a,2026-08-14T22:30:00+05:30,2026-08-14T22:45:00+05:30,2026-08-14T22:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_867d4b13,inv_5cd55015,usr_20ea4b19,1,hidem_76bd33de859befdc,2026-08-12T01:30:00+05:30,2026-08-12T01:50:00+05:30,2026-08-12T01:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_d486ef07,inv_aea3d48d,usr_95492664,1,hidem_a31d3504b6275b8c,2026-08-10T21:15:00+05:30,2026-08-10T21:30:00+05:30,,bkg_8b3501a5,confirmed,2026-08-18T10:00:00+05:30
hld_4f517187,inv_0ae3dc28,usr_656b5a35,1,hidem_31b72f727fbed8b2,2026-08-14T07:15:00+05:30,2026-08-14T07:35:00+05:30,,bkg_412e0857,confirmed,2026-08-18T10:00:00+05:30
hld_8899487b,inv_a449359b,usr_38ae75c0,2,hidem_d2dcd6f724b3bcc3,2026-08-17T12:00:00+05:30,2026-08-17T12:20:00+05:30,2026-08-17T12:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_c217170c,inv_1eac2920,usr_fd729274,2,hidem_334df168f40976d5,2026-08-10T13:30:00+05:30,2026-08-10T13:40:00+05:30,2026-08-10T13:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_8115e3a7,inv_d0878d24,usr_0b8f3bdc,1,hidem_86da51854794b3a6,2026-08-17T03:30:00+05:30,2026-08-17T03:40:00+05:30,2026-08-17T03:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_b1a6fec7,inv_a02d9121,usr_f50e2299,2,hidem_bfc2a26519ea47bf,2026-08-16T17:30:00+05:30,2026-08-16T17:45:00+05:30,,bkg_756f1ad4,confirmed,2026-08-18T10:00:00+05:30
hld_ff287c02,inv_cecfe103,usr_8452201e,1,hidem_8292247f1f4842f3,2026-08-12T18:45:00+05:30,2026-08-12T19:00:00+05:30,2026-08-12T19:02:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_304a5fe1,inv_c6ea5281,usr_aacb82b1,2,hidem_9446f62b4cfeaf79,2026-08-14T07:15:00+05:30,2026-08-14T07:30:00+05:30,2026-08-14T07:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_b82f36f5,inv_3c737f2a,usr_fe68ac3c,2,hidem_d4622490585c138b,2026-08-10T19:30:00+05:30,2026-08-10T19:50:00+05:30,2026-08-10T19:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_112fa64b,inv_a0829cd1,usr_c0926c78,1,hidem_3b113d4d1bff6d18,2026-08-15T09:30:00+05:30,2026-08-15T09:45:00+05:30,,bkg_03f30926,confirmed,2026-08-18T10:00:00+05:30
hld_962d7e9c,inv_731aedfb,usr_49c29e32,1,hidem_506a52daa7668f3b,2026-08-16T21:45:00+05:30,2026-08-16T21:55:00+05:30,,bkg_861f18f3,confirmed,2026-08-18T10:00:00+05:30
hld_8b0876ae,inv_00bf6cbd,usr_35d340e3,1,hidem_ab77b873b53eb31b,2026-08-14T23:00:00+05:30,2026-08-14T23:10:00+05:30,,bkg_858ca234,confirmed,2026-08-18T10:00:00+05:30
hld_7ee09421,inv_12306164,usr_373b76a9,2,hidem_646ad55694fe91f9,2026-08-13T06:15:00+05:30,2026-08-13T06:35:00+05:30,2026-08-13T06:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_100a0d2a,inv_41606380,usr_e459a18c,2,hidem_bc70a04c203a7faf,2026-08-11T19:30:00+05:30,2026-08-11T19:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_6f1622c4,inv_08436e28,usr_4a53ac63,1,hidem_0d2a3063e71c31aa,2026-08-12T10:45:00+05:30,2026-08-12T10:55:00+05:30,2026-08-12T11:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_aba3eb2a,inv_b0dcf47c,usr_a2ad776f,2,hidem_1232b4ebb3f132ff,2026-08-14T18:15:00+05:30,2026-08-14T18:35:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_3e6b1207,inv_ae8e0a9b,usr_2109396c,1,hidem_fb4a920a2031a27e,2026-08-10T14:00:00+05:30,2026-08-10T14:15:00+05:30,,bkg_5fdaa48d,confirmed,2026-08-18T10:00:00+05:30
hld_a266a306,inv_bd33ad83,usr_96700977,2,hidem_2498715b33913f99,2026-08-15T21:00:00+05:30,2026-08-15T21:15:00+05:30,2026-08-15T21:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_70f775a2,inv_15c57117,usr_8b3ba681,2,hidem_2fd5bc02ee43f6df,2026-08-11T21:00:00+05:30,2026-08-11T21:15:00+05:30,2026-08-11T21:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_6cea33fb,inv_8701da1c,usr_01037e5c,2,hidem_4b64e5fa68141da7,2026-08-15T22:00:00+05:30,2026-08-15T22:10:00+05:30,2026-08-15T22:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_d049355e,inv_1b56e1cf,usr_bcc2d077,1,hidem_af41060707959ab1,2026-08-15T10:30:00+05:30,2026-08-15T10:40:00+05:30,,bkg_a330a27e,confirmed,2026-08-18T10:00:00+05:30
hld_11d7612b,inv_f8c671a7,usr_0eb7982c,2,hidem_58752db1c732cf93,2026-08-14T07:00:00+05:30,2026-08-14T07:15:00+05:30,2026-08-14T07:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_d1f7deee,inv_182d959a,usr_87ae707a,1,hidem_8219f8551eed3811,2026-08-16T11:00:00+05:30,2026-08-16T11:15:00+05:30,2026-08-16T11:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_6bc8f8b8,inv_a1dd87f0,usr_dc888b66,2,hidem_08dcddb7b5d0caa1,2026-08-16T10:00:00+05:30,2026-08-16T10:20:00+05:30,,bkg_1d1e89ab,confirmed,2026-08-18T10:00:00+05:30
hld_6b3dc593,inv_07a6df21,usr_ce11983a,2,hidem_287e0c918e68f8b7,2026-08-12T20:00:00+05:30,2026-08-12T20:20:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_39d44b7c,inv_1bb58bce,usr_e60873aa,1,hidem_be81caba2d47e425,2026-08-13T05:15:00+05:30,2026-08-13T05:30:00+05:30,2026-08-13T05:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_4cd068df,inv_38476d27,usr_326aed9f,1,hidem_7523b65fbdb63b82,2026-08-15T08:15:00+05:30,2026-08-15T08:35:00+05:30,2026-08-15T08:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_df4a4e2f,inv_9784ed79,usr_85c09ee4,1,hidem_6e303724bf3744ff,2026-08-14T06:45:00+05:30,2026-08-14T07:05:00+05:30,2026-08-14T07:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_8fbfc2cc,inv_5ac76501,usr_de458aa5,1,hidem_cc53a0d5673d2b0c,2026-08-16T01:15:00+05:30,2026-08-16T01:25:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_f12d9810,inv_baa59a20,usr_6cdfb2c8,2,hidem_09d1ea981a927b5b,2026-08-12T10:00:00+05:30,2026-08-12T10:10:00+05:30,2026-08-12T10:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_de74802a,inv_d2c8ac64,usr_d23b92e9,1,hidem_b3ba7c5a364ce1d7,2026-08-16T16:00:00+05:30,2026-08-16T16:20:00+05:30,2026-08-16T16:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_5a7dab26,inv_de33f4cd,usr_58d2b52f,1,hidem_229a4d35c0b45a94,2026-08-13T13:15:00+05:30,2026-08-13T13:25:00+05:30,,bkg_5c0d9c97,confirmed,2026-08-18T10:00:00+05:30
hld_27712167,inv_b004a7a0,usr_4bf78f59,2,hidem_58f2e596ea0276f5,2026-08-12T05:30:00+05:30,2026-08-12T05:40:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_190c9308,inv_7e4abaae,usr_de0e4344,1,hidem_68c93d1b718ba79b,2026-08-13T08:30:00+05:30,2026-08-13T08:40:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_3b00e19c,inv_b9a106f6,usr_bac1ae76,1,hidem_ba51f3c776969cd6,2026-08-14T14:45:00+05:30,2026-08-14T15:05:00+05:30,,bkg_98b09532,confirmed,2026-08-18T10:00:00+05:30
hld_0b002d94,inv_fe1c1d3b,usr_a0980823,1,hidem_3a2d67c4dc6f724b,2026-08-13T14:45:00+05:30,2026-08-13T15:05:00+05:30,,bkg_22514df7,confirmed,2026-08-18T10:00:00+05:30
hld_4d5410d9,inv_85e38c12,usr_5b790166,2,hidem_20eae34c96dc721b,2026-08-10T13:45:00+05:30,2026-08-10T14:05:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_98869b39,inv_7416af95,usr_56e18e71,2,hidem_4d3b1135e07af466,2026-08-13T17:45:00+05:30,2026-08-13T17:55:00+05:30,2026-08-13T18:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_d2fc8d67,inv_26651cb1,usr_55abb9bc,1,hidem_0c6897487885e50d,2026-08-12T05:45:00+05:30,2026-08-12T05:55:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_b3b4a8d9,inv_05463fd1,usr_b07d9d74,1,hidem_00dcec5074732e46,2026-08-11T04:45:00+05:30,2026-08-11T05:05:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_6dda9f81,inv_b2587ef1,usr_f3d35bfe,1,hidem_85ab6827f774fa1a,2026-08-10T03:45:00+05:30,2026-08-10T04:00:00+05:30,,bkg_df30837b,confirmed,2026-08-18T10:00:00+05:30
hld_d04cce4a,inv_aabf3c3b,usr_3952555a,1,hidem_b9c544875800c86f,2026-08-10T00:15:00+05:30,2026-08-10T00:35:00+05:30,2026-08-10T00:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_db9d7433,inv_d0ed4459,usr_4794174d,1,hidem_59adb40346b9ea55,2026-08-16T10:45:00+05:30,2026-08-16T10:55:00+05:30,2026-08-16T11:02:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_f11029fb,inv_4d64b51d,usr_3127972d,1,hidem_089aaeeaee6ffbfc,2026-08-12T02:15:00+05:30,2026-08-12T02:25:00+05:30,2026-08-12T02:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_c3c4e962,inv_bc38a7d9,usr_ea269383,1,hidem_cf963d6d0e7d19d6,2026-08-13T17:30:00+05:30,2026-08-13T17:40:00+05:30,2026-08-13T17:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_9c41f010,inv_62db25dd,usr_13971676,1,hidem_10f6cd956256fc33,2026-08-13T18:15:00+05:30,2026-08-13T18:30:00+05:30,2026-08-13T18:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_98d6f1f3,inv_184c1f08,usr_546ab7b6,2,hidem_63f85ab154e8aae8,2026-08-13T16:30:00+05:30,2026-08-13T16:50:00+05:30,,bkg_fe892638,confirmed,2026-08-18T10:00:00+05:30
hld_ab626bc8,inv_f3893ce9,usr_58cbe8f3,1,hidem_6855b197fbe915a1,2026-08-10T04:00:00+05:30,2026-08-10T04:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_1fafc040,inv_0e582ba9,usr_b574b955,1,hidem_bd6d6554abb0c6b0,2026-08-13T07:30:00+05:30,2026-08-13T07:50:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_3b93a829,inv_e44644c2,usr_ddfa0cd0,2,hidem_66a385cfd5474875,2026-08-12T06:15:00+05:30,2026-08-12T06:30:00+05:30,2026-08-12T06:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_c27b1a98,inv_a370a936,usr_af17aeaa,1,hidem_3195ffab71212bca,2026-08-17T16:30:00+05:30,2026-08-17T16:45:00+05:30,2026-08-17T16:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_43b9f460,inv_016bceb1,usr_9de6bd6d,1,hidem_56922eb929d9dc5c,2026-08-12T17:45:00+05:30,2026-08-12T18:05:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_ade100dc,inv_7645d06b,usr_32f091df,1,hidem_22146c8a6055789b,2026-08-16T21:00:00+05:30,2026-08-16T21:15:00+05:30,,bkg_025187d6,confirmed,2026-08-18T10:00:00+05:30
hld_f0bdc5b1,inv_212cc3e2,usr_cb58a9e1,2,hidem_77a01aa00c7eb6ef,2026-08-15T07:15:00+05:30,2026-08-15T07:25:00+05:30,,bkg_7a5b49f8,confirmed,2026-08-18T10:00:00+05:30
hld_9bf2f5ef,inv_b446c261,usr_42a441dc,2,hidem_6060fd3d6ab80be9,2026-08-15T14:45:00+05:30,2026-08-15T15:05:00+05:30,,bkg_1130909f,confirmed,2026-08-18T10:00:00+05:30
hld_59ac7816,inv_9e431fd9,usr_5c93d2d8,2,hidem_141412c83a72bf97,2026-08-13T15:00:00+05:30,2026-08-13T15:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_16dec459,inv_eaadc425,usr_fc909bdc,1,hidem_dae33ba1a44901fd,2026-08-15T06:00:00+05:30,2026-08-15T06:20:00+05:30,2026-08-15T06:17:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_fcda364f,inv_0085492e,usr_2a348485,2,hidem_a464374e3cc9eeb4,2026-08-13T12:30:00+05:30,2026-08-13T12:40:00+05:30,2026-08-13T12:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_88f2b3df,inv_753ac06e,usr_a36d3b50,1,hidem_59288a9ef4f9dd1a,2026-08-10T02:30:00+05:30,2026-08-10T02:40:00+05:30,2026-08-10T02:47:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_fbbcc99e,inv_2a9965a6,usr_1549bc70,2,hidem_b0daf3038d2e8597,2026-08-16T22:30:00+05:30,2026-08-16T22:50:00+05:30,,bkg_d49c3637,confirmed,2026-08-18T10:00:00+05:30
hld_65109bfc,inv_8c4e0b5e,usr_7101a5b5,1,hidem_d94f266a99abc034,2026-08-16T08:30:00+05:30,2026-08-16T08:45:00+05:30,,bkg_ea87a153,confirmed,2026-08-18T10:00:00+05:30
hld_585331eb,inv_56d0d5fd,usr_87ae707a,2,hidem_0017c9c1199f7b3f,2026-08-12T03:00:00+05:30,2026-08-12T03:20:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_31c27a2a,inv_83d7ee1c,usr_a0980823,2,hidem_e30c4d09f79d87e8,2026-08-17T20:15:00+05:30,2026-08-17T20:30:00+05:30,2026-08-17T20:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_2d6198b1,inv_254de04b,usr_540d307a,1,hidem_f9fd0a7601335cce,2026-08-15T22:15:00+05:30,2026-08-15T22:30:00+05:30,2026-08-15T22:32:00+05:30,,released,2026-08-18T10:00:00+05:30
hld_3280224e,inv_140b8e50,usr_025837df,1,hidem_443af88102165869,2026-08-11T01:15:00+05:30,2026-08-11T01:30:00+05:30,,bkg_97ce76db,confirmed,2026-08-18T10:00:00+05:30
hld_68ca889d,inv_a20a0365,usr_a284e305,2,hidem_ae5c173be97d283f,2026-08-10T12:30:00+05:30,2026-08-10T12:45:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_9f215676,inv_fe3b740f,usr_8ad38493,1,hidem_10f29603724e43a2,2026-08-15T06:15:00+05:30,2026-08-15T06:35:00+05:30,,bkg_99b04c8f,confirmed,2026-08-18T10:00:00+05:30
hld_3af457cb,inv_aebb0298,usr_05306731,1,hidem_748afdd3a0052f4f,2026-08-14T04:00:00+05:30,2026-08-14T04:10:00+05:30,,bkg_4b349c64,confirmed,2026-08-18T10:00:00+05:30
hld_fb5c1c70,inv_bd33ad83,usr_8e89346c,2,hidem_25d34b4a90116943,2026-08-16T08:00:00+05:30,2026-08-16T08:20:00+05:30,2026-08-16T08:17:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_f7575746,inv_72c29cb0,usr_e1cd7b02,1,hidem_d6558376e91f4b58,2026-08-12T20:00:00+05:30,2026-08-12T20:20:00+05:30,,bkg_82fb696a,confirmed,2026-08-18T10:00:00+05:30
hld_4ba26605,inv_6fb84928,usr_dc888b66,2,hidem_0ba7b1b6d010094e,2026-08-15T05:15:00+05:30,2026-08-15T05:25:00+05:30,2026-08-15T05:32:00+05:30,,expired,2026-08-18T10:00:00+05:30
hld_d25af92a,inv_fbe74a5c,usr_fe68ac3c,2,hidem_542cf881b8034eec,2026-08-16T09:00:00+05:30,2026-08-16T09:15:00+05:30,,,active,2026-08-18T10:00:00+05:30
hld_7fa369b9,inv_7e1f369f,usr_ab2353de,1,hidem_4e88bb3d86875c9f,2026-08-16T14:45:00+05:30,2026-08-16T15:00:00+05:30,,bkg_7d97669b,confirmed,2026-08-18T10:00:00+05:30
hld_648e2b38,inv_9852ded8,usr_48ec046f,2,hidem_edea255e70cbac8f,2026-08-12T13:30:00+05:30,2026-08-12T13:45:00+05:30,,bkg_0654be20,confirmed,2026-08-18T10:00:00+05:30
hld_0a32ddde,inv_aee69114,usr_a0588479,2,hidem_f0755d36fc4c1f1d,2026-08-13T07:30:00+05:30,2026-08-13T07:45:00+05:30,2026-08-13T07:47:00+05:30,,expired,2026-08-18T10:00:00+05:30
